file,page,value,Actual,Match,,engine,confidence,region,needs_review,review_reason,trace
IB13C85.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IB13C85.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=329 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(96,60) |   marker 'ISSUE'@(25,50) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Bottom-left table labeled ISSUE/ALTERATIONS, with 'A' as the bottom-most value in the ISSUE column, confirming current revision.""}"
IB4C201.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IB4C201.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=237 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(89,59) |   marker 'ISSUE'@(21,49) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left table labeled ISSUE/ALTERATIONS, with 'A' in the ISSUE column and 'ORIGINAL ISSUE' in ALTERATIONS. No other revision fields present.""}"
IB4C221.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IB4C221.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(1191x842) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Bottom-left table labeled ISSUE/ALTERATIONS, single row with 'A' in ISSUE column, no other revision fields present.""}"
IB4D237-CERT31.pdf,1,1,1,1,,native,high,tl_issue,no,,"file=IB4D237-CERT31.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=352 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(79,49) |   marker 'ISSUE'@(25,41) => 1 region=tl_issue score=188.4 | consolidated => 1 region=tl_issue"
IB5A266rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IB5A266rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(841x595) tokens=205 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(90,57) |   marker 'ISSUE'@(28,48) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows 'A' in the ISSUE column, bottom-most row, with 'ORIGINAL ISSUE' as alteration.""}"
IB5C29_8-0.pdf,1,8-0,8-0,1,,native,high,bl_revtable,no,,"file=IB5C29_8-0.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=297 | markers=['Rev', 'Rev.', 'Rev', 'Issue'] |   skip inline ref     'Rev'@(73,807) | grid_xs=(49.97321573893229, 1169.6559829711914) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Rev.'@(245,807) => no value |   marker 'Rev'@(1147,777) => 2 region=br_title score=141.5 |   marker 'Issue'@(42,799) => 8-0 region=bl_revtable score=114.3 | consolidated => 8-0 region=bl_revtable | page=2 rot=90 layout=modern size=(1191x842) tokens=782 | markers=['Rev', 'Rev.', 'Rev', 'Issue'] |   skip inline ref     'Rev'@(73,807) | grid_xs=(49.97321573893229, 1169.6559829711914) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Rev.'@(245,807) => 33 region=bl_revtable score=97.0 |   marker 'Rev'@(1147,777) => 2 region=br_title score=141.5 |   marker 'Issue'@(42,799) => 1 region=bl_revtable score=96.7 | consolidated => 33 region=bl_revtable"
IB5D11.pdf,1,C,4,0,,gpt_vision,high,tl_issue,no,,"file=IB5D11.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(595x842) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'C', 'region': 'tl_issue', 'confidence': 'high', 'evidence': 'Bottom-left table labelled ISSUE | ALTERATIONS, with rows A, B, C; C is the bottom-most value in the ISSUE column.'}"
IB6D83-CERT31.pdf,1,1,1,1,,native,high,tl_issue,no,,"file=IB6D83-CERT31.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=389 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(69,42) |   marker 'ISSUE'@(17,34) => 1 region=tl_issue score=185.3 | consolidated => 1 region=tl_issue"
IB7A133rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IB7A133rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=146 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Bottom-left table labeled ISSUE/ALTERATIONS, with 'A' as the bottom-most value in the ISSUE column, confirming classic Exeeco template.""}"
IB8D06.pdf,1,10,10,1,,gpt_vision,high,tl_issue,no,,"file=IB8D06.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=unknown size=(595x842) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': '10', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Bottom-most value in the ISSUE column of the top-left ISSUE/ALTERATIONS table is '10', with header confirming the region.""}"
IB9C29-EXTrA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IB9C29-EXTrA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(841x595) tokens=237 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(87,52) |   marker 'ISSUE'@(17,42) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Bottom-left of top-left table labeled ISSUE/ALTERATIONS, with 'A' as the bottom-most value in the ISSUE column, confirming current revision.""}"
IR-00029-1-CERT31r01.pdf,1,1,1,1,,native,high,br_title,no,,"file=IR-00029-1-CERT31r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(842x595) tokens=471 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(25,581) |   skip inline ref     'ISSUE'@(291,559) | grid_xs=(33.50009266535441, 825.0200805664062) grid_ys=(15.470733165740967, 580.6706848144531) |   marker 'Iss.'@(812,549) => 01 region=br_title score=180.4 |   marker 'Iss.'@(46,570) => C region=bl_revtable score=97.1 | consolidated => 01 region=br_title"
IR-00066-1.pdf,1,1,1,1,,native,high,br_title,no,,"file=IR-00066-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=435 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => 1 region=br_title score=165.8 |   marker 'Rev'@(40,822) => 1 region=bl_revtable score=110.0 |   marker 'Iss.'@(66,806) => 1 region=bl_revtable score=135.7 | consolidated => 1 region=br_title"
IR-00138-1r02.pdf,1,2,2,1,,native,high,br_title,no,,"file=IR-00138-1r02.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=471 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(412,790) |   skip inline ref     'Iss.'@(66,806) | grid_xs=(47.23846435546875, 1166.9011902809143) grid_ys=(22.3008770942688, 821.621467590332) |   marker 'Iss.'@(1149,777) => 02 region=br_title score=165.1 |   marker 'Rev'@(40,822) => 02 region=bl_revtable score=105.0 | consolidated => 02 region=br_title"
IR1B12r07.pdf,1,6,7,0,,native,high,tl_issue,no,,"file=IR1B12r07.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=195 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(130,79) |   marker 'ISSUE'@(24,63) => 6 region=tl_issue score=116.1 | consolidated => 6 region=tl_issue"
IR1B13r06.pdf,1,3,6,0,,native,high,tl_issue,no,,"file=IR1B13r06.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=203 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(118,78) |   marker 'ISSUE'@(21,64) => 3 region=tl_issue score=116.9 | consolidated => 3 region=tl_issue"
IR2C71.pdf,1,1,1,1,,gpt_vision,high,tl_issue,no,,"file=IR2C71.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(842x595) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': '1', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Bottom-most value in the top-left ISSUE/ALTERATIONS table is '1', confirming the current revision per Exeeco template rules.""}"
IR2C95.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IR2C95.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=270 layout=unknown size=(842x1191) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows 'A' as the bottom-most value in the ISSUE column, confirming it as the current revision.""}"
IR2D05.pdf,1,3,3,1,,native,high,tl_issue,no,,"file=IR2D05.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(612x792) tokens=277 | markers=['ISSUE'] |   marker 'ISSUE'@(125,279) => 3 region=tl_issue score=169.8 | consolidated => 3 region=tl_issue"
IR3A71rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IR3A71rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(842x595) tokens=177 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(91,57) |   marker 'ISSUE'@(28,48) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows 'A' as the bottom-most value in the ISSUE column, confirming it as the current revision.""}"
IR3A85.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IR3A85.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(842x595) tokens=226 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(91,57) |   marker 'ISSUE'@(28,48) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows header 'ISSUE | ALTERATIONS' with a single row 'A | ORIGINAL ISSUE'; 'A' is bottom-most in ISSUE column.""}"
IR3A93rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IR3A93rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(842x595) tokens=212 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(91,57) |   marker 'ISSUE'@(28,48) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left table labeled ISSUE | ALTERATIONS, with 'A' as the bottom-most value in the ISSUE column, confirming current revision per Exeeco template rules.""}"
IR4A01r2.pdf,1,2,2,1,,native,high,tl_issue,no,,"file=IR4A01r2.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(841x595) tokens=348 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(80,51) |   marker 'ISSUE'@(21,42) => 2 region=tl_issue score=130.9 | consolidated => 2 region=tl_issue"
IR4A34rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IR4A34rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(842x595) tokens=252 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(90,57) |   marker 'ISSUE'@(28,48) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows 'A' as the bottom-most value in the ISSUE column, confirming it as the current revision.""}"
IS-00127-1.pdf,1,A,A,1,,native,high,br_title,no,,"file=IS-00127-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=478 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Rev'@(40,822) => A region=bl_revtable score=110.0 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
IS-00131-1.pdf,1,A,A,1,,native,high,br_title,no,,"file=IS-00131-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=484 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Rev'@(40,822) => A region=bl_revtable score=110.0 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
IS-00319-1r01.pdf,1,1,1,1,,native,high,br_title,no,,"file=IS-00319-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=455 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(411,790) |   skip inline ref     'Iss.'@(65,806) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Rev'@(40,822) => 01 region=bl_revtable score=110.0 | consolidated => 01 region=br_title"
IS-00476-2_2-0.pdf,1,2-0,2-0,1,,native,high,br_title,no,,"file=IS-00476-2_2-0.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=466 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 2-0 region=br_title score=164.4 |   marker 'Rev'@(40,822) => 02 region=bl_revtable score=105.0 |   marker 'Iss.'@(65,806) => 02 region=bl_revtable score=115.1 | consolidated => 2-0 region=br_title"
IS-00497-1r01.pdf,1,1,1,1,,native,high,br_title,no,,"file=IS-00497-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=435 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Rev'@(40,822) => 01 region=bl_revtable score=110.0 |   marker 'Iss.'@(65,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IS10A42.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IS10A42.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=66 | markers=['ISSUE', 'ISSUE'] |   marker 'ISSUE'@(35,89) => no value |   marker 'ISSUE'@(154,112) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Bottom-left top-left table labelled ISSUE | ALTERATIONS, with 'A' as the bottom-most value in the ISSUE column, confirming current revision.""}"
IS10C48r1.pdf,1,1,1,1,,native,high,tl_issue,no,,"file=IS10C48r1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=209 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(93,59) |   marker 'ISSUE'@(22,49) => 1 region=tl_issue score=146.6 | consolidated => 1 region=tl_issue"
IS12A64_1-0.pdf,1,1-0,1-0,1,,gpt_vision,high,br_title,no,,"file=IS12A64_1-0.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(842x595) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': '1-0', 'region': 'br_title', 'confidence': 'high', 'evidence': ""The bottom-right title block contains a cell labeled 'Rev' with the value '1-0' directly below it, confirming the current revision.""}"
IS15B54.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IS15B54.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=172 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(101,73) |   marker 'ISSUE'@(27,60) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': 'Bottom-left of top-left table labeled ISSUE/ALTERATIONS, bottom-most value in ISSUE column is A, confirming classic Exeeco template.'}"
IS19A75rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IS19A75rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=172 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(91,57) |   marker 'ISSUE'@(28,48) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows 'ISSUE' header with 'A' as the bottom-most value in the ISSUE column, confirming current revision.""}"
IS20A40rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IS20A40rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=169 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows header 'ISSUE' with a single row 'A' at the bottom, confirming current revision.""}"
IS2D63.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IS2D63.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=119 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(78,43) |   marker 'ISSUE'@(23,35) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Bottom-left of top edge: ISSUE/ALTERATIONS table, header at top, single row with 'A' in ISSUE column, confirming as current revision.""}"
IS4A93rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IS4A93rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=117 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows 'A' as the bottom-most value in the ISSUE column, confirming it as the current revision.""}"
IS4G65r1.pdf,1,5,1,0,,gpt_vision,high,tl_issue,no,,"file=IS4G65r1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(595x842) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': '5', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Bottom-left ISSUE/ALTERATIONS table, header at top, five rows below with '5' as the bottom-most value in the ISSUE column.""}"
IS6A79.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IS6A79.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=107 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows 'A' as the bottom-most value in the ISSUE column, confirming it as the current revision.""}"
IS6A87rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IS6A87rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=113 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows 'A' in the ISSUE column as the bottom-most value, confirming it as the current revision.""}"
IS6A89rA.pdf,1,A,A,1,,gpt_vision,high,tl_issue,no,,"file=IS6A89rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=170 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => no value | no marker yielded a value | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table shows header 'ISSUE' and 'ALTERATIONS', with a single row 'A' under ISSUE, confirming current revision.""}"
IW-00458-1.pdf,1,A,A,1,,native,high,br_title,no,,"file=IW-00458-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(842x595) tokens=441 | markers=['Rev', 'Rev', 'ISSUE', 'Rev'] |   skip template stamp 'Rev'@(25,581) |   skip inline ref     'ISSUE'@(239,559) | grid_xs=(33.50009266535441, 825.0200805664062) grid_ys=(15.470733165740967, 580.6706848144531) |   marker 'Rev'@(812,549) => A region=br_title score=181.1 |   marker 'Rev'@(46,570) => A region=bl_revtable score=150.3 | consolidated => A region=br_title"
IW-00633-CAST-1rA.pdf,1,A,A,1,,native,high,br_title,no,,"file=IW-00633-CAST-1rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(842x595) tokens=280 | markers=['Rev', 'Iss.', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(662,421) | grid_xs=(35.84135500590006, 819.6813507080078) grid_ys=(-1.0, 577.1292114257812) |   marker 'Rev'@(27,577) => no value |   marker 'Iss.'@(804,535) => A region=br_title score=165.4 |   marker 'Iss.'@(316,437) => A region=bl_revtable score=135.4 | consolidated => A region=br_title"
IW-00717-1rA.pdf,1,A,A,1,,native,high,br_title,no,,"file=IW-00717-1rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(842x595) tokens=477 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(25,581) |   skip inline ref     'ISSUE'@(291,559) | grid_xs=(33.50009266535441, 825.0200805664062) grid_ys=(15.470733165740967, 580.6706848144531) |   marker 'Iss.'@(812,549) => A region=br_title score=181.1 |   marker 'Iss.'@(46,570) => A region=bl_revtable score=150.3 | consolidated => A region=br_title"
IW-00928-1.pdf,1,A,A,1,,native,high,br_title,no,,"file=IW-00928-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(841x595) tokens=385 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(25,581) |   skip inline ref     'ISSUE'@(291,559) | grid_xs=(33.25679667790731, 824.7768046061198) grid_ys=(15.472471237182617, 580.6724243164062) |   marker 'Iss.'@(812,549) => A region=br_title score=181.1 |   marker 'Iss.'@(46,570) => A region=bl_revtable score=150.3 | consolidated => A region=br_title"
IW-01011-1r1.pdf,1,1,1,1,,native,high,bl_revtable,no,,"file=IW-01011-1r1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=430 | markers=['Rev', 'Rev', 'ISSUE', 'Rev'] |   skip inline ref     'ISSUE'@(338,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Rev'@(1149,777) => A region=br_title score=165.8 |   marker 'Rev'@(40,822) => 1 region=bl_revtable score=105.0 |   marker 'Rev'@(66,806) => 1 region=bl_revtable score=115.1 | consolidated => 1 region=bl_revtable"
IW-01026-1.pdf,1,A,A,1,,native,high,br_title,no,,"file=IW-01026-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=336 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Rev'@(40,822) => A region=bl_revtable score=110.0 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
IW-01150-1.pdf,1,A,A,1,,native,high,br_title,no,,"file=IW-01150-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=398 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Rev'@(40,822) => A region=bl_revtable score=110.0 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
IW-01206-1rA.pdf,1,A,A,1,,native,high,br_title,no,,"file=IW-01206-1rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=337 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Rev'@(40,822) => A region=bl_revtable score=110.0 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
