file,page,value,value_clean,Actual,Match,engine,confidence,region,needs_review,review_reason,trace
IB7A133rA.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IB7A133rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=146 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => A region=tl_issue score=180.0 | consolidated => A region=tl_issue"
IB8D06.pdf,1,'A,A,10,0,gpt_vision,high,tl_issue,no,,"file=IB8D06.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=unknown size=(595x842) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table has header 'ISSUE | ALTERATIONS' and a single row: 'A | ORIGINAL ISSUE'. No other revision rows are present; classic Exeeco layout confirms this.""}"
IB9C29-EXTrA.pdf,1,'A,A,A,1,gpt_vision,high,tl_issue,no,,"file=IB9C29-EXTrA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(841x595) tokens=237 | markers=['ISSUE', 'ISSUE'] |   skip template stamp 'ISSUE'@(17,42) |   skip inline ref     'ISSUE'@(87,52) | all markers filtered out — no usable marker on this page | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table has header and a single row: 'A | ORIGINAL ISSUE'. No newer rows present; label and value are clear.""}"
IR-00029-1-CERT31r01.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IR-00029-1-CERT31r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(842x595) tokens=471 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(25,581) |   skip inline ref     'ISSUE'@(291,559) | grid_xs=(33.50009266535441, 825.0200805664062) grid_ys=(15.470733165740967, 580.6706848144531) |   marker 'Iss.'@(812,549) => 01 region=br_title score=180.4 |   marker 'Iss.'@(46,570) => 01 region=bl_revtable score=150.3 | consolidated => 01 region=br_title"
IR-00066-1.pdf,1,'1,1,1,1,native,high,br_title,no,,"file=IR-00066-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=435 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => 1 region=br_title score=165.8 |   marker 'Iss.'@(66,806) => 1 region=bl_revtable score=135.7 | consolidated => 1 region=br_title"
IR-00138-1r02.pdf,1,'02,2,2,1,native,high,br_title,no,,"file=IR-00138-1r02.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=471 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(412,790) | grid_xs=(47.23846435546875, 1166.9011902809143) grid_ys=(22.3008770942688, 821.621467590332) |   marker 'Iss.'@(1149,777) => 02 region=br_title score=165.1 |   marker 'Iss.'@(66,806) => 02 region=bl_revtable score=115.1 | consolidated => 02 region=br_title"
IR1B12r07.pdf,1,'7,7,7,1,native,high,tl_issue,no,,"file=IR1B12r07.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=195 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(130,79) |   marker 'ISSUE'@(24,63) => 7 region=tl_issue score=115.2 | consolidated => 7 region=tl_issue"
IR1B13r06.pdf,1,'6,6,6,1,native,high,tl_issue,no,,"file=IR1B13r06.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=203 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(118,78) |   marker 'ISSUE'@(21,64) => 6 region=tl_issue score=114.2 | consolidated => 6 region=tl_issue"
IR2C71.pdf,1,'1,1,1,1,gpt_vision,high,tl_issue,no,,"file=IR2C71.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(842x595) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': '1', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table has two rows: 'A | ORIGINAL ISSUE' and '1 | CN844 B.T. 19.8.96'. The bottom-most value in the ISSUE column is '1'.""}"
IR2C95.pdf,1,'A,A,A,1,gpt_vision,high,tl_issue,no,,"file=IR2C95.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=270 layout=unknown size=(842x1191) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'A', 'region': 'tl_issue', 'confidence': 'high', 'evidence': ""Top-left ISSUE/ALTERATIONS table has header 'ISSUE | ALTERATIONS' and a single row: 'A | ORIGINAL ISSUE'. No other revision values present.""}"
IR2D05.pdf,1,'3,3,3,1,native,high,tl_issue,no,,"file=IR2D05.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(612x792) tokens=277 | markers=['ISSUE'] |   marker 'ISSUE'@(125,279) => 3 region=tl_issue score=169.8 | consolidated => 3 region=tl_issue"
IR3A71rA.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IR3A71rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(842x595) tokens=177 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(91,57) |   marker 'ISSUE'@(28,48) => A region=tl_issue score=177.6 | consolidated => A region=tl_issue"
IR3A85.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IR3A85.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(842x595) tokens=226 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(91,57) |   marker 'ISSUE'@(28,48) => A region=tl_issue score=177.6 | consolidated => A region=tl_issue"
IR3A93rA.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IR3A93rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(842x595) tokens=212 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(91,57) |   marker 'ISSUE'@(28,48) => A region=tl_issue score=177.6 | consolidated => A region=tl_issue"
IR4A01r2.pdf,1,'2,2,2,1,native,high,tl_issue,no,,"file=IR4A01r2.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(841x595) tokens=348 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(80,51) |   marker 'ISSUE'@(21,42) => 2 region=tl_issue score=130.9 | consolidated => 2 region=tl_issue"
IR4A34rA.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IR4A34rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(842x595) tokens=252 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(90,57) |   marker 'ISSUE'@(28,48) => A region=tl_issue score=177.6 | consolidated => A region=tl_issue"
IS-00127-1.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=IS-00127-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=478 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
IS-00131-1.pdf,1,'2,2,A,0,native,medium,bl_revtable,no,,"file=IS-00131-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=484 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(66,806) => 2 region=bl_revtable score=93.6 | consolidated => 2 region=bl_revtable"
IS-00319-1r01.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IS-00319-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=455 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Iss.'@(65,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IS-00476-2_2-0.pdf,1,'2-0,2-0,2-0,1,native,high,br_title,no,,"file=IS-00476-2_2-0.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=466 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 2-0 region=br_title score=164.4 |   marker 'Iss.'@(65,806) => 02 region=bl_revtable score=115.1 | consolidated => 2-0 region=br_title"
IS-00497-1r01.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IS-00497-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=435 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Iss.'@(65,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IS10A42.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IS10A42.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=66 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(154,112) |   marker 'ISSUE'@(35,89) => A region=tl_issue score=143.4 | consolidated => A region=tl_issue"
IS10C48r1.pdf,1,'1,1,1,1,native,high,tl_issue,no,,"file=IS10C48r1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=209 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(93,59) |   marker 'ISSUE'@(22,49) => 1 region=tl_issue score=146.6 | consolidated => 1 region=tl_issue"
IS12A64_1-0.pdf,1,'1-0,1-0,1-0,1,gpt_vision,high,br_title,no,,"file=IS12A64_1-0.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(842x595) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': '1-0', 'region': 'br_title', 'confidence': 'high', 'evidence': ""The bottom-right title block has a cell labelled 'Rev' with '1-0' directly below it. No newer value is present in the bottom-left revision table.""}"
IS15B54.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IS15B54.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=172 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(101,73) |   marker 'ISSUE'@(27,60) => A region=tl_issue score=162.9 | consolidated => A region=tl_issue"
IS19A75rA.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IS19A75rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=172 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(91,57) |   marker 'ISSUE'@(28,48) => A region=tl_issue score=177.6 | consolidated => A region=tl_issue"
IS20A40rA.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IS20A40rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=169 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => A region=tl_issue score=180.0 | consolidated => A region=tl_issue"
IS2D63.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IS2D63.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=classic size=(842x595) tokens=119 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(78,43) |   marker 'ISSUE'@(23,35) => A region=tl_issue score=188.5 | consolidated => A region=tl_issue"
IS4A93rA.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IS4A93rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=117 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => A region=tl_issue score=180.0 | consolidated => A region=tl_issue"
IS4G65r1.pdf,1,'C,C,1,0,gpt_vision,high,tl_issue,no,,"file=IS4G65r1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=unknown size=(595x842) tokens=0 | no native tokens | native unsatisfactory — invoking GPT fallback | page 1: |   primary: {'rev_value': 'C', 'region': 'tl_issue', 'confidence': 'high', 'evidence': 'Bottom-left classic Exeeco ISSUE/ALTERATIONS table, header at top, three rows: A, B, C. C is the bottom-most value in the ISSUE column.'}"
IS6A79.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IS6A79.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=107 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => A region=tl_issue score=180.0 | consolidated => A region=tl_issue"
IS6A87rA.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IS6A87rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=113 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => A region=tl_issue score=180.0 | consolidated => A region=tl_issue"
IS6A89rA.pdf,1,'A,A,A,1,native,high,tl_issue,no,,"file=IS6A89rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=classic size=(792x612) tokens=170 | markers=['ISSUE', 'ISSUE'] |   skip inline ref     'ISSUE'@(85,80) |   marker 'ISSUE'@(27,71) => A region=tl_issue score=180.0 | consolidated => A region=tl_issue"
IW-00458-1.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=IW-00458-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(842x595) tokens=441 | markers=['Rev', 'Rev', 'ISSUE', 'Rev'] |   skip template stamp 'Rev'@(25,581) |   skip inline ref     'ISSUE'@(239,559) | grid_xs=(33.50009266535441, 825.0200805664062) grid_ys=(15.470733165740967, 580.6706848144531) |   marker 'Rev'@(812,549) => A region=br_title score=181.1 |   marker 'Rev'@(46,570) => A region=bl_revtable score=150.3 | consolidated => A region=br_title"
IW-00633-CAST-1rA.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=IW-00633-CAST-1rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(842x595) tokens=280 | markers=['Rev', 'Iss.', 'ISSUE', 'Iss.'] |   skip inline ref     'ISSUE'@(662,421) | grid_xs=(35.84135500590006, 819.6813507080078) grid_ys=(-1.0, 577.1292114257812) |   marker 'Rev'@(27,577) => no value |   marker 'Iss.'@(804,535) => A region=br_title score=165.4 |   marker 'Iss.'@(316,437) => A region=bl_revtable score=135.4 | consolidated => A region=br_title"
IW-00717-1rA.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=IW-00717-1rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(842x595) tokens=477 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(25,581) |   skip inline ref     'ISSUE'@(291,559) | grid_xs=(33.50009266535441, 825.0200805664062) grid_ys=(15.470733165740967, 580.6706848144531) |   marker 'Iss.'@(812,549) => A region=br_title score=181.1 |   marker 'Iss.'@(46,570) => A region=bl_revtable score=150.3 | consolidated => A region=br_title"
IW-00928-1.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=IW-00928-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(841x595) tokens=385 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(25,581) |   skip inline ref     'ISSUE'@(291,559) | grid_xs=(33.25679667790731, 824.7768046061198) grid_ys=(15.472471237182617, 580.6724243164062) |   marker 'Iss.'@(812,549) => A region=br_title score=181.1 |   marker 'Iss.'@(46,570) => A region=bl_revtable score=150.3 | consolidated => A region=br_title"
IW-01011-1r1.pdf,1,'1,1,1,1,native,high,bl_revtable,no,,"file=IW-01011-1r1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=430 | markers=['Rev', 'Rev', 'ISSUE', 'Rev'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(338,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Rev'@(1149,777) => A region=br_title score=165.8 |   marker 'Rev'@(66,806) => 1 region=bl_revtable score=115.1 | consolidated => 1 region=bl_revtable"
IW-01026-1.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=IW-01026-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=336 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
IW-01150-1.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=IW-01150-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=398 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
IW-01206-1rA.pdf,1,'A,A,A,1,native,high,br_title,no,,"file=IW-01206-1rA.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=337 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => A region=br_title score=165.8 |   marker 'Iss.'@(66,806) => A region=bl_revtable score=135.7 | consolidated => A region=br_title"
IW-01388-1.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IW-01388-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=345 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.2 |   marker 'Iss.'@(66,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IW-01505-1r01.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IW-01505-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=405 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.2 |   marker 'Iss.'@(66,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IW-01528-1.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IW-01528-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=368 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.0504150390625, 1166.6531858444214) grid_ys=(22.415666580200195, 821.7362442016602) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.2 |   marker 'Iss.'@(66,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IW-01589-1r01.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IW-01589-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=390 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Iss.'@(65,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IW-02011-1r01.pdf,1,'1,1,1,1,native,high,br_title,no,,"file=IW-02011-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=0 layout=modern size=(841x595) tokens=373 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(25,581) |   skip inline ref     'ISSUE'@(291,559) | grid_xs=(33.25679667790731, 824.7768046061198) grid_ys=(15.472471237182617, 580.6724243164062) |   marker 'Iss.'@(812,549) => 1 region=br_title score=181.1 |   marker 'Iss.'@(46,570) => 01 region=bl_revtable score=150.3 | consolidated => 1 region=br_title"
IW-02142-1r01.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IW-02142-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=380 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Iss.'@(65,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IW-02322-L-2_1-0.PDF,1,'1-0,1-0,1-0,1,native,high,br_title,no,,"file=IW-02322-L-2_1-0.PDF mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=518 | markers=['Issue', 'Rev', 'Rev', 'Rev.'] | grid_xs=(49.97297159830729, 1169.6531201998393) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Issue'@(42,799) => 1-0 region=bl_revtable score=114.3 |   marker 'Rev'@(1147,777) => 1-0 region=br_title score=168.3 |   marker 'Rev'@(73,807) => 1-0 region=bl_revtable score=123.7 |   marker 'Rev.'@(245,807) => no value | consolidated => 1-0 region=br_title | page=2 rot=90 layout=modern size=(1191x842) tokens=409 | markers=['Issue', 'Rev', 'Rev', 'Rev.'] | grid_xs=(49.97297159830729, 1169.6531201998393) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Issue'@(42,799) => 1-0 region=bl_revtable score=114.3 |   marker 'Rev'@(1147,777) => 1-0 region=br_title score=168.3 |   marker 'Rev'@(73,807) => 1-0 region=bl_revtable score=123.7 |   marker 'Rev.'@(245,807) => no value | consolidated => 1-0 region=br_title | page=3 rot=90 layout=modern size=(1191x842) tokens=297 | markers=['Issue', 'Rev', 'Rev', 'Rev.'] | grid_xs=(49.97297159830729, 1169.6531201998393) grid_ys=(22.328368663787842, 821.648681640625) |   marker 'Issue'@(42,799) => 1-0 region=bl_revtable score=114.3 |   marker 'Rev'@(1147,777) => 1-0 region=br_title score=168.3 |   marker 'Rev'@(73,807) => 1-0 region=bl_revtable score=123.7 |   marker 'Rev.'@(245,807) => no value | consolidated => 1-0 region=br_title"
IW-02390-1r01.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IW-02390-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=417 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.332178592681885, 821.6527481079102) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Iss.'@(65,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IW-02487-2-1.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IW-02487-2-1.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=355 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Iss.'@(65,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IW-02815-1r01.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IW-02815-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=397 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 821.6961441040039) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Iss.'@(65,806) => 01 region=bl_revtable score=135.7 | consolidated => 01 region=br_title"
IW-02965-1r01.pdf,1,'01,1,1,1,native,high,br_title,no,,"file=IW-02965-1r01.pdf mode=pymupdf_with_gpt_fallback | page=1 rot=90 layout=modern size=(1191x842) tokens=203 | markers=['Iss.', 'Rev', 'ISSUE', 'Iss.'] |   skip template stamp 'Rev'@(40,822) |   skip inline ref     'ISSUE'@(411,790) | grid_xs=(47.17320760091146, 1166.775978088379) grid_ys=(22.37558364868164, 817.5060729980469) |   marker 'Iss.'@(1149,777) => 01 region=br_title score=165.3 |   marker 'Iss.'@(65,806) => 01 region=bl_revtable score=136.0 | consolidated => 01 region=br_title"
